,,,,,,,,FROM EBIRD/HISTORICAL WEATHER DATA,Northernly distribution (place),,,,,Southernly distribution (place),,,,,Date of arrival to northernly distribution,,,,,Mean temp (F) at arrival to northernly distribution,,,,,Min temp (F) at arrival to northernly distribution,,,,,Max temp (F) at arrival to northernly distribution,,,,,Date of arrival to southernly distribution,,,,,Mean temp at arrival to southernly distribution,,,,,Min temp at arrival to southernly distribution,,,,,Max temp at arrival to southernly distribution,,,,,Max temp while in northern distribution,,,,,Max temp while in southern distribution,,,,,Min temp while in northern distribution,,,,,Min temp while in southern distribution,,,,,Mean temp while in northern distribution,,,,,Mean temp while in southern distribution,,,,,,,
Mionectes_oleagineus,Ochre-bellied Flycatcher,9.26,35,27,Pollock et al. 2019,Summer,,,"Coatzacoalcos, Mexico","Córdoba, Mexico","Belmopan, Belize","Chetumal, Mexico","Belize City, Belize","Rio de Janeiro, Brazil","Salvador, Brazil","La Paz, Bolivia","Cusco, Peru","Iquitos, Peru","March 20, 2019","March 6, 2018","February 28, 2017","February 14, 2016","March 15, 2015",n/a,n/a,82.71,n/a,84.19,70,56,79,64,77,77,75,86,81,97,"June 30, 2019","July 23, 2018","August 15, 2017","July 10, 2016","July 8, 2015",79.87,79.48,44.3,52.89,79.35,73,75,23,34,73,88,82,59,70,90,n/a,n/a,n/a,n/a,n/a,60.2,58,60.2,59.78,61.2,n/a,n/a,n/a,n/a,n/a,33,36.9,33.44,37.3,35.5,n/a,n/a,n/a,n/a,n/a,46.65,47.2,47,47.5,47.5,,,
Thraupis_palmarum,Palm Tanager,32.12,36.5,25.5,Pollock et al. 2019,Summer,,,"Tobago, Trinidad and Tobago","Toco, Trinidad and Tobago","Toco, Trinidad and Tobago","Tobago, Trinidad and Tobago ","Charlotteville, Trinidad and Tobago","São Paulo, Brazil","Curitiba, Brazil","Rio de Janeiro, Brazil","Rio de Janeiro, Brazil","Curitiba, Brazil","February 22, 2019","May 15, 2018","March 30, 2017","June 2, 2016","March 14, 2015",77.96,80,82.17,82.05,80.09,73,75,73,75,75,86,86,93,90,90,"October 17, 2019","October 6, 2018","October 28, 2017","November 20, 2016","November 28, 2015",69.3,60.25,71.44,59.81,69.46,66,57,66,54,63,84,63,81,72,86,n/a,n/a,n/a,n/a,n/a,80.2,83,80,83,82,n/a,n/a,n/a,n/a,n/a,66,55.9,49,46.8,54.9,n/a,n/a,n/a,n/a,n/a,71,72.4,70.2,71.77,72.8,,,
Thraupis_palmarum,Palm Tanager,31.34,*,25,Pollock et al. 2019,Winter,,,"Tobago, Trinidad and Tobago","Toco, Trinidad and Tobago","Toco, Trinidad and Tobago","Tobago, Trinidad and Tobago","Charlotteville, Trinidad and Tobago","São Paulo, Brazil","Curitiba, Brazil","Rio de Janeiro, Brazil","Rio de Janeiro, Brazil","Curitiba, Brazil","February 22, 2019","May 15, 2018","March 30, 2017","June 2, 2016","March 14, 2015",77.96,80,82.17,82.05,80.09,73,75,73,75,75,86,86,93,90,90,"October 17, 2019","October 6, 2018","October 28, 2017","November 20, 2016","November 28, 2015",69.3,60.25,71.44,59.81,69.46,66,57,66,54,63,84,63,81,72,86,n/a,n/a,n/a,n/a,n/a,80.2,83,80,83,82,n/a,n/a,n/a,n/a,n/a,66,55.9,49,46.8,54.9,n/a,n/a,n/a,n/a,n/a,71,72.4,70.2,71.77,72.8,,,
Dendrocincla_fuliginosa,Plain-brown Woodcreeper,38.79,35,27.17,Pollock et al. 2019,Summer,,,"Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Puerto Maldonado, Peru","Cusco, Peru","Cuiabá, Brazil","Rio Branco, Brazil","Porto Velho, Brazil","January 23, 2019","January 13, 2018","March 14, 2017","March 5, 2016","January 16, 2015",85,83.72,86.18,85.88,75.17,72,75,77,79,71,95,90,95,93,86,"September 12, 2019","September 11, 2018","September 19, 2017","August 10, 2016","August 19, 2015",54.65,56.35,87.7,73.09,n/a,46,41,72,68,75,63,72,102,82,90,n/a,n/a,n/a,n/a,n/a,72.88,66.8,70.4,67.3,71.2,n/a,n/a,n/a,n/a,n/a,44.4,45.8,40,42,38,n/a,n/a,n/a,n/a,n/a,57,56,57.4,55.8,58,,,
Dendrocincla_fuliginosa,Plain-brown Woodcreeper,39.52,*,26,Pollock et al. 2019,Winter,,,"Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Puerto Maldonado, Peru","Cusco, Peru","Cuiabá, Brazil","Rio Branco, Brazil","Porto Velho, Brazil","January 23, 2019","January 13, 2018","March 14, 2017","March 5, 2016","January 16, 2015",85,83.72,86.18,85.88,75.17,72,75,77,79,71,95,90,95,93,86,"September 12, 2019","September 11, 2018","September 19, 2017","August 10, 2016","August 19, 2015",54.65,56.35,87.7,73.09,n/a,46,41,72,68,75,63,72,102,82,90,n/a,n/a,n/a,n/a,n/a,72.88,66.8,70.4,67.3,71.2,n/a,n/a,n/a,n/a,n/a,44.4,45.8,40,42,38,n/a,n/a,n/a,n/a,n/a,57,56,57.4,55.8,58,,,
Tangara_inornata,Plain-colored Tanager,15.87,36,*,Pollock et al. 2019,Summer,,,"Limon, Costa Rica","San Jose, Costa Rica","San Jose, Costa Rica","San Jose, Costa Rica","San Jose, Costa Rica","Cali, Colombia","Buenaventura, Colombia","Bogota, Colombia","Cali, Colombia","Buenaventura, Colombia","March 31, 2019","March 11, 2018","March 24, 2017","March 13, 2016","December 28, 2015",77.62,78.53,72.15,74,76.31,66,68,64,68,68,86,86,77,82,82,"August 18, 2019","September 8, 2018","September 12, 2017","October 6, 2016","September 12, 2015",n/a,n/a,n/a,n/a,n/a,66,63,70,66,68,93,86,86,86,86,79.8,79.8,81.3,83.4,79.7,85.9,84.5,85,84.6,85.6,65.7,65.4,65.9,67.9,63.6,65,67.7,62.5,57.3,56,74,74,74.9,77.33,74,74,74,74,73,74,,,
Tangara_inornata,Plain-colored Tanager,17.4,*,23.25,Pollock et al. 2019,Winter,,,"Limon, Costa Rica","San Jose, Costa Rica","San Jose, Costa Rica","San Jose, Costa Rica","San Jose, Costa Rica","Cali, Colombia","Buenaventura, Colombia","Bogota, Colombia","Cali, Colombia","Buenaventura, Colombia","March 31, 2019","March 11, 2018","March 24, 2017","March 13, 2016","December 28, 2015",77.62,78.53,72.15,74,76.31,66,68,64,68,68,86,86,77,82,82,"August 18, 2019","September 8, 2018","September 12, 2017","October 6, 2016","September 12, 2015",n/a,n/a,n/a,n/a,n/a,66,63,70,66,68,93,86,86,86,86,79.8,79.8,81.3,83.4,79.7,85.9,84.5,85,84.6,85.6,65.7,65.4,65.9,67.9,63.6,65,67.7,62.5,57.3,56,74,74,74.9,77.33,74,74,74,74,73,74,,,
Habia_fuscicauda,Red-throated Ant-tanager,37.25,*,24,Pollock et al. 2019,Summer,,,"Ciudad Victoria, Mexico","Poza Rica, Mexico","Ciudad Victoria, Mexico","Ciudad Victoria, Mexico","Ciudad Victoria, Mexico","Panama City, Panama","Panama City, Panama","Panama City, Panama","Panama City, Panama","Panama City, Panama","March 19, 2019","April 28, 2018","April 11, 2017","May 21, 2016","April 19, 2015",n/a,n/a,n/a,n/a,n/a,52,61,73,72,66,66,68,91,93,95,"August 18, 2019","October 6, 2018","September 19, 2017","October 30, 2016","August 15, 2015",n/a,n/a,n/a,n/a,n/a,75,79,77,73,79,90,84,86,86,90,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
Habia_fuscicauda,Red-throated Ant-tanager,38.27,35.75,26.4,Pollock et al. 2019,Winter,,,"Ciudad Victoria, Mexico","Poza Rica, Mexico","Ciudad Victoria, Mexico","Xalapa, Mexico","Ciudad Victoria, Mexico","Panama City, Panama","Panama City, Panama","Panama City, Panama","Panama City, Panama","Panama City, Panama","March 19, 2019","April 28, 2018","April 11, 2017","May 21, 2016","April 19, 2015",n/a,n/a,n/a,n/a,n/a,52,61,73,72,66,66,68,91,93,95,"August 18, 2019","October 6, 2018","September 19, 2017","October 30, 2016","August 15, 2015",n/a,n/a,n/a,n/a,n/a,75,79,77,73,79,90,84,86,86,90,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
Geotrygon_montana,Ruddy Quail-dove,119.85,34.5,28.5,Pollock et al. 2019,Summer,,,"Cienfuegos, Cuba","Camaguay, Cuba","Cienfuegos, Cuba","Cienfuegos, Cuba","Cayo Romano, Cuba ","Porto Alegre, Brazil","Porto Alegre, Brazil","Porto Alegre, Brazil","Porto Alegre, Brazil","Porto Alegre, Brazil","September 15, 2019","September 16, 2018","October 21, 2017","November 2, 2016","November 12, 2015",n/a,n/a,n/a,n/a,n/a,75,72,73,73,72,91,90,90,82,88,"May 4, 2019","April 27, 2018","January 24, 2017","February 14, 2016","May 5, 2015",72,71.96,80.2,79.87,55.28,58,58.9,72,75,46,81,84,90,86,70,n/a,n/a,n/a,n/a,n/a,87,84.67,89.6,88.2,86,n/a,n/a,n/a,n/a,n/a,65,65.33,68.2,68,67.5,n/a,n/a,n/a,n/a,n/a,72.38,69.75,75.71,75.1,72.2,,,
Geotrygon_montana,Ruddy Quail-dove,117.6,37,*,Pollock et al. 2019,Winter,,,"Cienfuegos, Cuba","Camaguay, Cuba","Cienfuegos, Cuba","Cienfuegos, Cuba","Cayo Romano, Cuba ","Porto Alegre, Brazil","Porto Alegre, Brazil","Porto Alegre, Brazil","Porto Alegre, Brazil","Porto Alegre, Brazil","September 15, 2019","September 16, 2018","October 21, 2017","November 2, 2016","November 12, 2015",n/a,n/a,n/a,n/a,n/a,75,72,73,73,72,91,90,90,82,88,"May 4, 2019","April 27, 2018","January 24, 2017","February 14, 2016","May 5, 2015",72,71.96,80.2,79.87,55.28,58,58.9,72,75,46,81,84,90,86,70,n/a,n/a,n/a,n/a,n/a,87,84.67,89.6,88.2,86,n/a,n/a,n/a,n/a,n/a,65,65.33,68.2,68,67.5,n/a,n/a,n/a,n/a,n/a,72.38,69.75,75.71,75.1,72.2,,,
Thryophilus_rufalbus,Rufous-and-white Wren,26.64,35,24,Pollock et al. 2019,Summer,,,"Tapachula, Mexico","Tapachula, Mexico","Tapachula, Mexico","Tapachula, Mexico","Tapachula, Mexico","Bogota, Colombia","Bogota, Colombia","Bogota, Colombia","Bogota, Colombia","Bogota, Colombia","March 14, 2019","March 15, 2018","April 18, 2017","March 8, 2016","February 12, 2015",n/a,n/a,n/a,n/a,n/a,75,70,72,73,75,91,95,90,90,88,"June 2, 2019","June 8, 2018","August 31, 2017","May 4, 2016","July 12, 2015",n/a,n/a,n/a,n/a,n/a,77,81,75,79,79,88,91,91,93,90,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
Thryophilus_rufalbus,Rufous-and-white Wren,23.52,*,25.83,Pollock et al. 2019,Winter,,,"Tapachula, Mexico","Tapachula, Mexico","Tapachula, Mexico","Tapachula, Mexico","Tapachula, Mexico","Bogota, Colombia","Bogota, Colombia","Bogota, Colombia","Bogota, Colombia","Bogota, Colombia","March 14, 2019","March 15, 2018","April 18, 2017","March 8, 2016","February 12, 2015",n/a,n/a,n/a,n/a,n/a,75,70,72,73,75,91,95,90,90,88,"June 2, 2019","June 8, 2018","August 31, 2017","May 4, 2016","July 12, 2015",n/a,n/a,n/a,n/a,n/a,77,81,75,79,79,88,91,91,93,90,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
Myiozetetes_similis,Social Flycatcher,22.05,36.5,*,Pollock et al. 2019,Summer,,,"Hermosillo, Mexico","Hermosillo, Mexico","Hermosillo, Mexico","Hermosillo, Mexico","Hermosillo, Mexico","Florianópolis, Brazil","Florianópolis, Brazil","Florianópolis, Brazil","Florianópolis, Brazil","Florianópolis, Brazil","February 9, 2019","December 16, 2018","February 20, 2017","January 15, 2016","February 1, 2015",n/a,n/a,n/a,n/a,n/a,48,57,52,50,54,73,73,79,79,77,"May 7, 2019","May 13, 2018","May 13, 2017","May 14, 2016","May 9, 2015",72,67,71.96,65.26,69,70,63,70,61,61,73,73,77,70,79,n/a,n/a,n/a,n/a,n/a,86,86.2,85.8,85.4,83.4,n/a,n/a,n/a,n/a,n/a,71.4,72.2,69.8,69,71,n/a,n/a,n/a,n/a,n/a,76.17,76.13,74.43,72.78,75.44,,,
Myiozetetes_similis,Social Flycatcher,24.46,38.44,28.5,Pollock et al. 2019,Winter,,,"Hermosillo, Mexico","Hermosillo, Mexico","Hermosillo, Mexico","Hermosillo, Mexico","Hermosillo, Mexico","Florianópolis, Brazil","Florianópolis, Brazil","Florianópolis, Brazil","Florianópolis, Brazil","Florianópolis, Brazil","February 9, 2019","December 16, 2018","February 20, 2017","January 15, 2016","February 1, 2015",n/a,n/a,n/a,n/a,n/a,48,57,52,50,54,73,73,79,79,77,"May 7, 2019","May 13, 2018","May 13, 2017","May 14, 2016","May 9, 2015",72,67,71.96,65.26,69,70,63,70,61,61,73,73,77,70,79,n/a,n/a,n/a,n/a,n/a,86,86.2,85.8,85.4,83.4,n/a,n/a,n/a,n/a,n/a,71.4,72.2,69.8,69,71,n/a,n/a,n/a,n/a,n/a,76.17,76.13,74.43,72.78,75.44,,,
Cyphorhinus_phaeocephalus,Song Wren,25.38,35.1,27.33,Pollock et al. 2019,Summer,,,"Liberia, Costa Rica","Liberia, Costa Rica","Liberia, Costa Rica","Liberia, Costa Rica","Liberia, Costa Rica","Machala, Ecuador","Machala, Ecuador","Machala, Ecuador","Machala, Ecuador","Machala, Ecuador","February 21, 2019","February 22, 2018","February 20, 2017","February 3, 2016","February 9, 2015",n/a,n/a,n/a,n/a,n/a,68,79,66,66,70,97,91,93,97,90,"November 21, 2019","October 27, 2018","November 9, 2017","November 26, 2016","November 28, 2015",n/a,n/a,n/a,n/a,n/a,73,70,68,72,77,81,77,77,81,86,n/a,n/a,n/a,n/a,n/a,102,90.5,90.5,95,95,n/a,n/a,n/a,n/a,n/a,77,76,74,79,79,n/a,n/a,n/a,n/a,n/a,82.58,81.51,80.87,83.67,85.46,,,
Cyphorhinus_phaeocephalus,Song Wren,23.17,34.38,25.88,Pollock et al. 2019,Winter,,,"Liberia, Costa Rica","Liberia, Costa Rica","Liberia, Costa Rica","Liberia, Costa Rica","Liberia, Costa Rica","Machala, Ecuador","Machala, Ecuador","Machala, Ecuador","Machala, Ecuador","Machala, Ecuador","February 21, 2019","February 22, 2018","February 20, 2017","February 3, 2016","February 9, 2015",n/a,n/a,n/a,n/a,n/a,68,79,66,66,70,97,91,93,97,90,"November 21, 2019","October 27, 2018","November 9, 2017","November 26, 2016","November 28, 2015",n/a,n/a,n/a,n/a,n/a,73,70,68,72,77,81,77,77,81,86,n/a,n/a,n/a,n/a,n/a,102,90.5,90.5,95,95,n/a,n/a,n/a,n/a,n/a,77,76,74,79,79,n/a,n/a,n/a,n/a,n/a,82.58,81.51,80.87,83.67,85.46,,,
Troglodytes_aedon,Southern House Wren,13.11,36,25.88,Pollock et al. 2019,Summer,,,"Córdoba, Mexico","Mérida, Mexico","Mérida, Mexico","Mérida, Mexico","Mérida, Mexico","Punto Arenas, Chile","Punto Arenas, Chile","Porvenir, Chile","Puerto Natales, Chile","Puerto Natales, Chile","June 6, 2019","June 10, 2018","July 5, 2017","July 26, 2016","August 1, 2015",n/a,84,n/a,87,n/a,65,76,n/a,78,n/a,85,96,n/a,96,n/a,"November 27, 2019","November 22, 2018","November 7, 2017","November 4, 2016","November 21, 2015",45,47,51,46,64,39,36,43,43,52,52,55,57,48,77,n/a,97.25,n/a,n/a,98.33,70,66,67,67,70,n/a,81.75,n/a,n/a,78.33,48,50,49,50,54,n/a,86.87,n/a,n/a,85.71,57.04,57.32,55.45,56.98,54.46,,,
Troglodytes_aedon,Southern House Wren,13.17,34.5,*,Pollock et al. 2019,Winter,,,"Córdoba, Mexico","Mérida, Mexico","Mérida, Mexico","Mérida, Mexico","Mérida, Mexico","Punta Arenas, Chile","Punta Arenas, Chile","Porvenir, Chile","Puerto Natales, Chile","Puerto Natales, Chile","June 6, 2019","June 10, 2018","July 5, 2017","July 26, 2016","August 1, 2015",n/a,84,n/a,87,n/a,65,76,n/a,78,n/a,85,96,n/a,96,n/a,"November 27, 2019","November 22, 2018","November 7, 2017","November 4, 2016","November 21, 2015",45,47,51,46,64,39,36,43,43,52,52,55,57,48,77,n/a,97.25,n/a,n/a,98.33,70,66,67,67,70,n/a,81.75,n/a,n/a,78.33,48,50,49,50,54,n/a,86.87,n/a,n/a,85.71,57.04,57.32,55.45,56.98,54.46,,,
Stelgidopteryx_ruficollis,Southern Rough-winged Swallow,13.34,*,28.5,Pollock et al. 2019,Summer,,,"Managua, Nicaragua","Managua, Nicaragua","Liberia, Costa Rica","Catacamas, Honduras","Managua, Nicaragua","Buenos Aires, Argentina","Buenos Aires, Argentina","Montevideo, Uruguay","Montevideo, Uruguay","Montevideo, Uruguay","April 13, 2019","May 30, 2018","March 9, 2017","April 8, 2016","May 5, 2015",n/a,n/a,n/a,n/a,n/a,79,73,79,70,77,97,95,95,86,95,"October 20, 2019","October 14, 2018","September 24, 2017","September 22, 2016","September 14, 2015",60,62,n/a,n/a,n/a,57,50,45,57,45,64,75,68,77,77,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
Stelgidopteryx_ruficollis,Southern Rough-winged Swallow,13.69,37.5,*,Pollock et al. 2019,Winter,,,"Managua, Nicaragua","Managua, Nicaragua","Liberia, Costa Rica","Catacamas, Honduras","Managua, Nicaragua","Buenos Aires, Argentina","Buenos Aires, Argentina","Montevideo, Uruguay","Montevideo, Uruguay","Montevideo, Uruguay","April 13, 2019","May 30, 2018","March 9, 2017","April 8, 2016","May 5, 2015",n/a,n/a,n/a,n/a,n/a,79,73,79,70,77,97,95,95,86,95,"October 20, 2019","October 14, 2018","September 24, 2017","September 22, 2016","September 14, 2015",60,62,n/a,n/a,n/a,57,50,45,57,45,64,75,68,77,77,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,
Euphonia_laniirostris,Thick-billed Euphonia,12.88,35.8,28,Pollock et al. 2019,Summer,,,"Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","La Paz, Bolivia","Cochabamba, Bolivia","Cochabamba, Bolivia","Cochabamba, Bolivia","Cochabamba, Bolivia","March 12, 2019","March 7, 2018","March 16, 2017","April 16, 2016","April 4, 2015",86,85,86,87,86,79,73,75,81,81,95,95,93,95,93,"August 24, 2019","August 18, 2018","August 28, 2017","September 7, 2016","September 10, 2015",42,68,67,69,67,27,55,50,46,48,57,79,82,84,82,98.67,98.75,96.33,97.67,99,66.67,67.33,68,68,67.33,84.96,83.25,84,83.33,85.33,43.33,44.33,41.67,45,45,88.52,89,89,89.51,90.89,52.73,52.19,51.35,52.64,52.53,,,
Euphonia_laniirostris,Thick-billed Euphonia,13.18,34.5,30,Pollock et al. 2019,Winter,,,"Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","La Paz, Bolivia","Cochabamba, Bolivia","Cochabamba, Bolivia","Cochabamba, Bolivia","Cochabamba, Bolivia","March 12, 2019","March 7, 2018","March 16, 2017","April 16, 2016","April 4, 2015",86,85,86,87,86,79,73,75,81,81,95,95,93,95,93,"August 24, 2019","August 18, 2018","August 28, 2017","September 7, 2016","September 10, 2015",42,68,67,69,67,27,55,50,46,48,57,79,82,84,82,98.67,98.75,96.33,97.67,99,66.67,67.33,68,68,67.33,84.96,83.25,84,83.33,85.33,43.33,44.33,41.67,45,45,88.52,89,89,89.51,90.89,52.73,52.19,51.35,52.64,52.53,,,
Myrmeciza_longipes,White-bellied Antbird,28.82,36,*,Pollock et al. 2019,Summer,,,"Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Macapá, Brazil","Boa Vista, Brazil","Macapá, Brazil","Boa Vista, Brazil","Boa Vista, Brazil","March 12, 2019","April 11, 2018","March 4, 2017","April 8, 2016","April 4, 2015",86,85,84,88,86,79,81,77,79,81,95,90,90,99,93,"October 27, 2019","September 29, 2018","July 25, 2017","November 2, 2016","November 14, 2015",86,75,85,79,88,79,73,77,75,75,93,84,97,91,91,95,94,94.33,95.35,99.5,n/a,n/a,n/a,n/a,n/a,81.25,81,81.33,82,82.25,n/a,n/a,n/a,n/a,n/a,85.42,84.33,85.58,85.84,86.98,n/a,n/a,n/a,n/a,n/a,,,
Myrmeciza_longipes,White-bellied Antbird,26.83,*,29.5,Pollock et al. 2019,Winter,,,"Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Macapá, Brazil","Boa Vista, Brazil","Macapá, Brazil","Boa Vista, Brazil","Boa Vista, Brazil","March 12, 2019","April 11, 2018","March 4, 2017","April 8, 2016","April 4, 2015",86,85,84,88,86,79,81,77,79,81,95,90,90,99,93,"October 27, 2019","September 29, 2018","July 25, 2017","November 2, 2016","November 14, 2015",86,75,85,79,88,79,73,77,75,75,93,84,97,91,91,95,94,94.33,95.35,99.5,n/a,n/a,n/a,n/a,n/a,81.25,81,81.33,82,82.25,n/a,n/a,n/a,n/a,n/a,85.42,84.33,85.58,85.84,86.98,n/a,n/a,n/a,n/a,n/a,,,
Florisuga_mellivora,White-necked Jacobin,7.63,*,28.25,Pollock et al. 2019,Summer,,,"Belmopan, Belize","Belmopan, Belize","Belmopan, Belize","Belmopan, Belize","Belmopan, Belize","Cuiabá, Brazil","Cuiabá, Brazil","Cuiabá, Brazil","Cuiabá, Brazil","La Paz, Bolivia","April 16, 2019","April 21, 2018","April 2, 2017","March 11, 2016","March 14, 2015",84,81,85,83,82,79,75,81,79,79,88,86,90,86,86,"June 11, 2019","July 14, 2018","July 17, 2017","July 9, 2016","September 18, 2015",85,79,59,80,47,73,64,52,66,37,99,95,66,97,57,91,92.5,93.33,91.75,90.25,100.5,97.33,101,98.25,103,82,83,82.67,82.75,81.25,80.75,77,79.33,75.5,80,87.36,87.29,87.62,86.77,85.99,87.93,86.48,88.36,85.26,90.12,,,
Florisuga_mellivora,White-necked Jacobin,6.36,34.5,28.5,Pollock et al. 2019,Winter,,,"Belmopan, Belize","Belmopan, Belize","Belmopan, Belize","Belmopan, Belize","Belmopan, Belize","Cuiabá, Brazil","Cuiabá, Brazil","Cuiabá, Brazil","Cuiabá, Brazil","La Paz, Bolivia","April 16, 2019","April 21, 2018","April 2, 2017","March 11, 2016","March 14, 2015",84,81,85,83,82,79,75,81,79,79,88,86,90,86,86,"June 11, 2019","July 14, 2018","July 17, 2017","July 9, 2016","September 18, 2015",85,79,59,80,47,73,64,52,66,37,99,95,66,97,57,91,92.5,93.33,91.75,90.25,100.5,97.33,101,98.25,103,82,83,82.67,82.75,81.25,80.75,77,79.33,75.5,80,87.36,87.29,87.62,86.77,85.99,87.93,86.48,88.36,85.26,90.12,,,
Malacoptila_panamensis,White-whiskered Puffbird,40.5,38.25,*,Pollock et al. 2019,Summer,,,"Belize City, Belize","Belmopan, Belize","Belize City, Belize","Belize City, Belize","Belize City, Belize","Machala, Ecuador","Machala, Ecuador","Machala, Ecuador","Guayaquil, Ecuador","Machala, Ecuador","February 6, 2019","March 24, 2018","February 9, 2017","February 7, 2016","January 21, 2015",80,77,81,67,76,75,66,77,70,70,82,82,84,75,82,"August 6, 2019","August 14, 2018","July 14, 2017","October 3, 2016","August 5, 2015",73,74,74,78,80,66,70,70,73,75,79,79,77,81,84,92.25,90.33,93.33,91.6,89,94,89.67,88.75,92.5,95.67,81.5,83,81.67,82.2,80.5,76,74.33,74,76,75.67,87.23,86.92,86.28,86.42,84.49,80.08,79.85,79.4,81.65,82.43,,,
Malacoptila_panamensis,White-whiskered Puffbird,41,*,27,Pollock et al. 2019,Winter,,,"Belize City, Belize","Belmopan, Belize","Belize City, Belize","Belize City, Belize","Belize City, Belize","Machala, Ecuador","Machala, Ecuador","Machala, Ecuador","Guayaquil, Ecuador","Machala, Ecuador","February 6, 2019","March 24, 2018","February 9, 2017","February 7, 2016","January 21, 2015",80,77,81,67,76,75,66,77,70,70,82,82,84,75,82,"August 6, 2019","August 14, 2018","July 14, 2017","October 3, 2016","August 5, 2015",73,74,74,78,80,66,70,70,73,75,79,79,77,81,84,92.25,90.33,93.33,91.6,89,94,89.67,88.75,92.5,95.67,81.5,83,81.67,82.2,80.5,76,74.33,74,76,75.67,87.23,86.92,86.28,86.42,84.49,80.08,79.85,79.4,81.65,82.43,,,
Momotus_subrufescens,Whooping Motmot,102,*,26.5,Pollock et al. 2019,Summer,,,"Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Cajamarca, Peru","Cajamarca, Peru","Chiclayo, Peru","Chiclayo, Peru","Chiclayo, Peru","May 20, 2019","April 18, 2018","March 1, 2017","March 18, 2016","May 5, 2015",86,87,86,87,88,79,79,75,81,81,90,93,93,93,95,"November 23, 2019","October 12, 2018","November 4, 2017","November 4, 2016","October 23, 2015",61,59,63,68,71,48,43,59,64,66,72,72,70,77,79,94.5,94.33,94.2,95.35,97.33,90,90,91,90.5,92,81.25,81,81.6,82,81.33,84,82.5,81.5,81.5,74,85.28,84.34,85.68,85.84,86.26,88,86.2,86,85.7,84.5,,,
Momotus_subrufescens,Whooping Motmot,103,*,23.5,Pollock et al. 2019,Winter,,,"Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Santa Marta, Colombia","Cajamarca, Peru","Cajamarca, Peru","Chiclayo, Peru","Chiclayo, Peru","Chiclayo, Peru","May 20, 2019","April 18, 2018","March 1, 2017","March 18, 2016","May 5, 2015",86,87,86,87,88,79,79,75,81,81,90,93,93,93,95,"November 23, 2019","October 12, 2018","November 4, 2017","November 4, 2016","October 23, 2015",61,59,63,68,71,48,43,59,64,66,72,72,70,77,79,94.5,94.33,94.2,95.35,97.33,90,90,91,90.5,92,81.25,81,81.6,82,81.33,84,82.5,81.5,81.5,74,85.28,84.34,85.68,85.84,86.26,88,86.2,86,85.7,84.5,,,
